name,rating,rating_count,types,address,region_level_1,phone,website,weighted_score
Naengsutang Garden,4.2,2136,[grilled_duck_restaurant],"107 Gayagongwon-ro, Busanjin District, Busan, South Korea",Busan,+82 51-897-5252,,8971.2
Aria,4.5,1991,"[buffet_restaurant, restaurant]","106 Sogong-ro, Jung District, Seoul, South Korea",Seoul,+82 2-317-0357,https://www.josunhotel.com/resve/dining/resveForm.do%3FsearchSysCode%3DTWC%26searchDiningCode%3D003,8959.5
Famille Station,4.1,2166,[food_court],"176 Sinbanpo-ro, Seocho District, Seoul, South Korea",Seoul,+82 2-6282-0114,http://www.centralcityseoul.co.kr/famille,8880.6
벌말매운탕,4.1,2165,[restaurant],"5 Beolmal-ro 565beon-gil, Gyeyang-gu, Incheon, South Korea",Incheon,+82 32-544-5785,http://www.bulmal.com/,8876.5
Jungdon,4.4,2013,[tonkatsu_restaurant],"12 Daehak-ro 9-gil, Jongno District, Seoul, South Korea",Seoul,+82 2-987-0924,,8857.2
Daesungjip,4.3,2044,[korean_restaurant],"5 Sajik-ro, Jongno District, Seoul, South Korea",Seoul,+82 2-735-4259,http://daesungjip.modoo.at/,8789.2
Motoishi Gwangalli,5,1756,[japanese_restaurant],"122 Gwangnam-ro, Suyeong-gu, Busan, South Korea",Busan,+82 50-71457-1094,https://www.instagram.com/motoishi__gwangalli/,8780
Matchandeul Wang Sogeumgui,4.4,1995,[korean_barbecue_restaurant],"24-3 Jungang-daero 691beonga-gil, Busanjin District, Busan, South Korea",Busan,+82 51-808-6088,http://www.matwang.com/,8778
Gubok Mandu,4.1,2140,[dumpling_restaurant],"7 Duteopbawi-ro, Yongsan District, Seoul, South Korea",Seoul,+82 2-797-8656,http://goobokmandoo.modoo.at/,8774
Daesung Jib,4.2,2088,"[hangover_soup_restaurant, korean_restaurant]","4 Wangsan-ro 11-gil, Dongdaemun District, Seoul, South Korea",Seoul,+82 2-923-1718,https://instagram.com/daesung_1967,8769.6
Geohae Jjamppong Soft Bean Curd Soup,4.1,2136,[tofu_restaurant],"220 Yongyu-ro, Jung-gu, Incheon, South Korea",Incheon,+82 32-747-2276,https://store.naver.com/restaurants/detail%3Fentry%3Dplt%26id%3D1239375729%26query%3D%25EC%2598%2581%25EC%25A2%2585%25EB%258F%2584%25EB%25A7%259B%25EC%25A7%2591,8757.6
월화고기 보라매점| 신림 맛집|korean bbq restaurant | Boramae samgyupsal サムギョプサル | 焼肉 | 烤肉 |신림회식 |신림역맛집 |보라매회식ㅣ관악구맛집ㅣ동작구맛집,4.6,1896,"[meat_restaurant, korean_restaurant]","16 Boramae-ro 3-gil, Gwanak-gu, Seoul, South Korea",Seoul,+82 2-888-7592,http://wolhwa.co.kr/,8721.6
Obok Potlid Hongik Univ. Banga Branch,4.8,1813,"[korean_barbecue_restaurant, barbecue_restaurant, korean_restaurant]","116-1 Eoulmadang-ro, Mapo-gu, Seoul, South Korea",Seoul,,"https://map.naver.com/p/entry/place/1545570141%3Fc%3D15.00,0,0,0,dh%26placePath%3D/home",8702.4
Jeju Gwanghae Aewol Main Branch,4.5,1933,[korean_restaurant],"867 Aewolhaean-ro, Aewol-eup, Jeju-si, Jeju-do, South Korea",Jeju-do,+82 64-713-4789,http://7134789.modoo.at/,8698.5
Haemok Haeundae,4.4,1972,[unagi_restaurant],"8 Gunam-ro 24beon-gil, Haeundae-gu, Busan, South Korea",Busan,,,8676.8
유림,4.2,2060,[chicken_restaurant],"5 Gonghang-daero 71-gil, Gangseo-gu, Seoul, South Korea",Seoul,+82 2-3665-3930,,8652
Yukhoe Jamaejip Head Store,4.2,2025,[korean_beef_restaurant],"200-4 종로 Jongno District, Seoul, South Korea",Seoul,+82 2-2274-8344,https://www.instagram.com/uke.zamezip/,8505
Bongpiyang Bangi,4.1,2068,[korean_barbecue_restaurant],"1-4 Yangjae-daero 71-gil, Songpa District, Seoul, South Korea",Seoul,+82 2-415-5527,https://www.bjgalbi.com/store/store%3Fquery%3D%25uC1A1%25uD30C,8478.8
bogwangjung,4.9,1724,"[korean_barbecue_restaurant, pork_belly_barbeque_restaurant, restaurant]","1 floor, 118 Bogwang-ro, Yongsan District, Seoul, South Korea",Seoul,+82 10-3648-3118,https://www.instagram.com/bogwangjung_official,8447.6
Korea House,4.4,1919,"[korean_traditional_full_course_meal_restaurant, korean_restaurant, restaurant, tourist_attraction]","10 Toegye-ro 36-gil, Jung District, Seoul, South Korea",Seoul,+82 2-2266-9101,https://www.chf.or.kr/kh,8443.6
wangbijip Jongno,4.7,1795,"[korean_barbecue_restaurant, barbecue_restaurant, korean_beef_restaurant, korean_rib_restaurant, meat_restaurant, pork_belly_barbeque_restaurant, restaurant]","South Korea, Seoul, Jongno District, Samil-daero 15-gil, 24 2층",Seoul,+82 2-720-3066,https://www.instagram.com/wangbijib_official%3Figsh%3DMTBhZHVzcTRtNG83MA%3D%3D,8436.5
중문수두리보말칼국수,4.6,1831,[restaurant],"192 Cheonjeyeon-ro, 중문동 Seogwipo-si, Jeju-do, South Korea",Jeju-do,+82 64-739-1070,http://instagram.com/suduribomal_noodle,8422.6
Pungcheon Jangeo(eel),4.5,1871,[unagi_restaurant],"39 Donggyo-ro 27-gil, Mapo-gu, Seoul, South Korea",Seoul,+82 2-332-8361,,8419.5
Sulbing,4.3,1950,[dessert_restaurant],"15 Hongik-ro 6-gil, Mapo-gu, Seoul, South Korea",Seoul,+82 2-323-3287,https://sulbing.com/,8385
Seo-book Noodle,4.2,1996,[cold_noodle_restaurant],"199-1 Jayang-ro, Gwangjin District, Seoul, South Korea",Seoul,+82 2-457-8319,,8383.2
Buchon Yukhoe Main Store,4.4,1904,[korean_restaurant],"200-12 종로, Jongno District, Seoul, South Korea",Seoul,+82 2-2267-1831,https://bcyukhoe.modoo.at/,8377.6
Cry Cheese Burger Yangjae,4.6,1806,"[hamburger_restaurant, fast_food_restaurant]","8 Gangnam-daero 41-gil, Seocho District, Seoul, South Korea",Seoul,+82 2-582-6244,https://www.instagram.com/crycheeseburger.official/,8307.6
Eunjujeong,4.2,1960,[korean_restaurant],"32 Changgyeonggung-ro 8-gil, Jung District, Seoul, South Korea",Seoul,+82 2-2265-4669,,8232
Myeongdong Korean BBQ All You Can Eat Pig Company,4.9,1675,"[korean_barbecue_restaurant, barbecue_restaurant, family_restaurant, meat_buffet_restaurant, meat_restaurant, pork_belly_barbeque_restaurant, restaurant]","South Korea, Seoul, Jung District, Myeongdong 3-gil, 44 3층",Seoul,+82 2-318-2990,https://naver.me/GqsKJenG,8207.5
전망좋은횟집&흑돼지 성산본점,4.5,1823,"[sashimi_restaurant, asian_restaurant, japanese_restaurant, seafood_restaurant]","399-8 Seongsan-ri, Seongsan-eup, 특별자치도, Seogwipo-si, Jeju-do, South Korea",Jeju-do,+82 64-784-1568,,8203.5
"Sinchon Yangpuni, Seomyeon",4.9,1668,[meat_restaurant],"27-2 Seojeon-ro 10beon-gil, Busanjin District, Busan, South Korea",Busan,+82 51-804-0990,http://naver.me/5KOUFqus,8173.2
Hanlim Kalguksu,4.2,1943,[noodle_shop],"1328-15 Hanrim-ri, Hallim-eup, Jeju-si, Jeju-do, South Korea",Jeju-do,+82 70-8900-3339,https://naver.me/GY2TiTkT,8160.6
MUTAN Yeouido Store(restaurants),4.9,1662,"[chinese_restaurant, fine_dining_restaurant, restaurant]","South Korea, 201 KR 서울특별시 영등포구 의사당대로 96 TP Tower 2층 202호",Seoul,+82 2-6373-2201,https://www.instagram.com/mutandining,8143.8
Pohang Dwaeji-gukbap,4.1,1983,"[pork_rice_soup_restaurant, restaurant]","27 Seomyeon-ro 68beon-gil, Busanjin District, Busan, South Korea",Busan,+82 51-807-5439,,8130.3
도희네,4.5,1799,"[korean_restaurant, seafood_restaurant]","157 Cheongsapo-ro, Haeundae-gu, Busan, South Korea",Busan,+82 51-704-0113,https://naver.me/FPseoKQ5,8095.5
Downtowner Hannam,4.4,1833,"[hamburger_restaurant, fast_food_restaurant]","12 Daesagwan-ro 5-gil, Yongsan District, Seoul, South Korea",Seoul,+82 70-8806-3696,https://instagram.com/downtowner.official,8065.2
본참치 (bon chamchi tuna),4.5,1787,"[tuna_restaurant, seafood_restaurant]","91번길9 Jungang-daero, Jung-gu, Busan, South Korea",Busan,+82 51-463-3737,https://www.instagram.com/bonchamchi_busan/%3Fhl%3Dko,8041.5
Brooklyn The Burger Joint Garosugil,4.3,1868,"[hamburger_restaurant, fast_food_restaurant, restaurant]","12 Dosan-daero 15-gil, Gangnam District, Seoul, South Korea",Seoul,+82 2-545-0718,,8032.4
Marusim,4.3,1857,"[casual_japanese_style_restaurant, unagi_restaurant]","South Korea, Seoul, Seocho District, Gomurae-ro 10-gil, 10 청구빌딩 1층",Seoul,+82 2-592-8998,http://marusim.co.kr/,7985.1
Deungchon ChoeWolSeon Kalguksoo,4.3,1856,[kalguksu_restaurant],"68 Hwagok-ro 64-gil, Gangseo-gu, Seoul, South Korea",Seoul,+82 2-3661-2744,,7980.8
Cheongwaok Main Store,4.2,1899,[korean_restaurant],"48 Wiryeseong-daero, Bangi-dong, Songpa District, Seoul, South Korea",Seoul,+82 2-416-3456,,7975.8
Mongnan,4.1,1938,"[chinese_restaurant, asian_restaurant, restaurant]","21 Yeonhui-ro 15-gil, Seodaemun-gu, Seoul, South Korea",Seoul,+82 2-732-0054,,7945.8
Yeondon,4.2,1884,[tonkatsu_restaurant],"968-10 Iljuseo-ro, 특별자치도, Seogwipo-si, Jeju-do, South Korea",Jeju-do,+82 50-71386-7060,http://www.instagram.com/yeondon2014,7912.8
Mongtan,4.2,1879,"[korean_barbecue_restaurant, barbecue_restaurant]","50 Baekbeom-ro 99-gil, Yongsan District, Seoul, South Korea",Seoul,+82 2-794-8592,https://mongtan.co.kr/,7891.8
금수복국 압구정점,4.2,1878,[fugu_restaurant],"821 Eonju-ro, Gangnam District, Seoul, South Korea",Seoul,+82 2-542-5482,,7887.6
Pig Restaurant 2,4.9,1591,[korean_barbecue_restaurant],"South Korea, Seoul, Yongsan District, Bogwang-ro 59-gil, 14 1층",Seoul,+82 70-8118-7370,,7795.9
Wolfgang’s Steakhouse,4.3,1804,[steak_house],"21 Seolleung-ro 152-gil, Gangnam District, Seoul, South Korea",Seoul,+82 2-556-8700,,7757.2
Myth Jokbal Hongdae,4.2,1846,"[meat_restaurant, bar, chinese_restaurant, korean_restaurant, pigs_totters_restaurant]","123-1 Eoulmadang-ro, Mapo-gu, Seoul, South Korea",Seoul,+82 2-337-2111,,7753.2
sam sam sam,4.7,1649,[western_restaurant],"25 Hangang-daero 50-gil, Yongsan District, Seoul, South Korea",Seoul,+82 50-71309-1103,https://instagram.com/samsamsam.kr,7750.3
가야포차선지국밥 본점,4.2,1841,[korean_restaurant],"58 Gayagongwon-ro, Busanjin District, Busan, South Korea",Busan,+82 51-894-6921,,7732.2
Mapo Yangji Ox Bone Soup,4.1,1885,"[seolleongtang_restaurant, korean_restaurant]","6 Saechang-ro, Mapo-gu, Seoul, South Korea",Seoul,+82 2-716-8616,https://mapoyangji.modoo.at/,7728.5
hansikwangbijib,4.9,1577,[korean_barbecue_restaurant],"South Korea, Seoul, Jung District, Myeongdong 6-gil, 15 한식왕비집 B1",Seoul,+82 2-777-7004,,7727.3
"Bas Burger, Yeouido Branch",4.4,1755,"[hamburger_restaurant, fast_food_restaurant]","20 Gukjegeumyung-ro, Yeongdeungpo District, Seoul, South Korea",Seoul,+82 2-784-6643,https://www.instagram.com/basburger_/,7722
Samjin Amook Main Branch,4.3,1791,"[oden_restaurant, restaurant]","36 Taejong-ro 99beon-gil, Yeongdo-gu, Busan, South Korea",Busan,+82 51-412-5468,http://www.samjinfood.com/,7701.3
Sukseongdo,4.3,1785,"[korean_barbecue_restaurant, barbecue_restaurant]","41 Wonnohyeong-ro, 특별자치도, Jeju-si, Jeju-do, South Korea",Jeju-do,+82 64-743-8877,,7675.5
Gondrejip,4.2,1824,[korean_restaurant],"South Korea, Seoul, Seocho District, Cheongnyongmaeul 1-gil, 1 1 2층",Seoul,,http://namul.365food.com/,7660.8
현선이네 용산본점,4.3,1769,[tteokbokki_restaurant],"2-13 Hangang-daero 39-gil, Yongsan District, Seoul, South Korea",Seoul,+82 10-4750-8886,,7606.7
Original Jobakjip 趙朴家,4.2,1801,"[korean_barbecue_restaurant, korean_restaurant]","South Korea, Seoul, Mapo-gu, Tojeong-ro, 313-1 1층동",Seoul,+82 2-712-7462,https://jb-on.com/,7564.2
신림춘천집 구로디지털 직영점 l 新林春川家 九老數位直營店 l 新林チュンチョンチプ 九老デジタル直営店 l Sillim Chuncheon House Guro Digital Directly Managed Branch l 구로맛집,4.7,1575,[chicken_rib_restaurant],"17-23 Digital-ro 32na-gil, Guro-dong, Guro District, Seoul, South Korea",Seoul,+82 2-868-1998,https://m.place.naver.com/restaurant/1678728552/home%3Fentry%3Dple,7402.5
Ido Gomtang,4.3,1719,[restaurant],"671-17 Yeoksam-dong, Gangnam District, Seoul, South Korea",Seoul,+82 2-569-0524,,7391.7
Bonny’s Pizza Pub,4.3,1718,"[pizza_restaurant, bar, restaurant]","2 Sinheung-ro 3-gil, Yongsan District, Seoul, South Korea",Seoul,+82 2-792-0303,https://www.facebook.com/BonnysPub%23_%3D_,7387.4
woojeongsogalbi,4.8,1535,[restaurant],"South Korea, Seoul, Jung District, Eulji-ro 43-gil, 38 1층",Seoul,+82 2-2266-0322,https://www.instagram.com/woojeongso032_dongdaemun/,7368
Gwanghwamun Gukbap,4.2,1751,[korean_restaurant],"53 Sejong-daero 21-gil, Sogong-dong, Jung District, Seoul, South Korea",Seoul,+82 2-738-5688,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/gwanghwamun-gukbap,7354.2
Dongdaemun Special Duck,4.9,1499,[korean_restaurant],"12 Jong-ro 46-gil, Jongno District, Seoul, South Korea",Seoul,+82 2-765-5292,https://youtu.be/imH_HbnQKCA%3Fsi%3D4fIEbKDfv3zdTSae,7345.1
Seogwan Myeonok,4.3,1697,[cold_noodle_restaurant],"11 Seocho-daero 56-gil, Seocho District, Seoul, South Korea",Seoul,+82 2-521-9945,http://seogwanmyeonog.kr/kr/,7297.1
Seongbuk-dong Nurungji Baeksuk,4.2,1731,[korean_restaurant],"9 Seongbuk-ro 31-gil, Seongbuk District, Seoul, South Korea",Seoul,+82 2-764-0707,https://sbdnrgbs.modoo.at/,7270.2
Batgodong,4.2,1730,[long_legged_octopus_restaurant],"54 Eonju-ro 172-gil, Gangnam District, Seoul, South Korea",Seoul,+82 2-514-8008,http://www.batgodong.co.kr/,7266
Dwaeji Sanghoe All You Can Eat Pork BBQ,4.3,1680,"[korean_barbecue_restaurant, barbecue_restaurant, meat_buffet_restaurant, meat_restaurant, pork_belly_barbeque_restaurant]","South Korea, Seoul, Gangnam District, Gangnam-daero 98-gil, 11 2층",Seoul,+82 2-561-8891,https://naver.me/5cAXSnSl,7224
Gongneung Dakhanmari (Chicken Stew),4.2,1717,"[chicken_restaurant, restaurant]","54 Yonsei-ro 2da-gil, Seodaemun-gu, Seoul, South Korea",Seoul,+82 2-393-9599,https://www.instagram.com/gongneungdak_sinchon/,7211.4
외식일번가 연제점,4.1,1756,[korean_restaurant],"201 World cup-daero, Yeonje-gu, Busan, South Korea",Busan,+82 51-866-0866,http://www.first1st.com/,7199.6
BBQ Chicken & Beer Hongdae,4.8,1499,"[korean_restaurant, fried_chicken_takeaway, oven_baked_chicken_delivery]","131-1 Eoulmadang-ro, Mapo-gu, Seoul, South Korea",Seoul,+82 2-336-7676,http://www.bbq.co.kr/,7195.2
SweetSalt Cafe,4.3,1670,"[brunch_restaurant, bakery, coffee_store, dessert_shop]","286 Sangam-ro, Gangdong-gu, Seoul, South Korea",Seoul,+82 2-3427-0999,http://www.instagram.com/sweetsaltcafe,7181
Viking's Wharf,4.2,1707,[buffet_restaurant],"South Korea, Seoul, Songpa District, Olympic-ro, 300, LOTTE WORLD MALL, 4층",Seoul,+82 1644-3210,http://www.ivikings.co.kr/,7169.4
Baek nyeon Baekse Ginseng Chicken Soup,4.2,1706,[chicken_restaurant],"118 Yanghwa-ro, Mapo-gu, Seoul, South Korea",Seoul,+82 2-325-3399,http://www.100tojong.com/,7165.2
Airport Noodle,4.1,1747,[noodle_shop],"18-1 Gonghang-daero, Gangseo-gu, Seoul, South Korea",Seoul,+82 2-2664-9748,,7162.7
소문난멸치국수,4.1,1747,[noodle_shop],"571-16 Gongneung-dong, Nowon-gu, Seoul, South Korea",Seoul,+82 2-973-4337,,7162.7
The Buffet,4.4,1611,[buffet_restaurant],"South Korea, Seoul, Gwangjin District, Walkerhill-ro, 177, Vista Walkerhill Seoul, 1층",Seoul,+82 1670-0006,https://www.walkerhill.com/vistawalkerhillseoul/dining/TheBuffet,7088.4
Gangnam Gop,4.6,1538,"[gopchang_restaurant, restaurant]","12 Yeoksam-ro 3-gil, Gangnam District, Seoul, South Korea",Seoul,+82 2-538-7592,,7074.8
Ganggangsullae Yeoksam,4.1,1724,"[korean_barbecue_restaurant, korean_restaurant]","325 Nonhyeon-ro, Gangnam District, Seoul, South Korea",Seoul,+82 2-567-9233,http://www.sullai.com/,7068.4
김희선 제주두루치기,4.3,1641,[restaurant],"19 Eoyeong-gil, Yongdam 3(sam)-dong, Jeju-si, Jeju-do, South Korea",Jeju-do,+82 64-747-1147,,7056.3
Bada Punggyeong,4.4,1602,"[meat_restaurant, black_pork, butcher_shop_restaurant, korean_beef_restaurant, restaurant]","South Korea, Jeju-do, Jeju-si, 특별자치도, Seohaean-ro, 654 바다풍경 정육식당",Jeju-do,+82 50-71476-7856,https://m.place.naver.com/restaurant/1540343682/home%3Fentry%3Dplt,7048.8
Ribukjip,4.1,1719,"[korean_restaurant, meat_restaurant]","45 Hakdong-ro 2-gil, Gangnam District, Seoul, South Korea",Seoul,+82 2-540-8589,http://reebuk.co.kr/page/main.php,7047.9
Mipo-jib Haeundae head store,4.5,1566,[seafood_restaurant],"3 Dalmaji-gil 62beon-gil, Haeundae-gu, Busan, South Korea",Busan,+82 51-747-2203,,7047
Downtowner Cheongdam,4.4,1598,[hamburger_restaurant],"South Korea, Seoul, Gangnam District, Sinsa-dong, Dosan-daero 53-gil, 14 1층",Seoul,+82 70-8833-3696,https://instagram.com/downtowner.official,7031.2
송도갈매기 본점,4.3,1625,[korean_barbecue_restaurant],"25 Neungheodae-ro 151beon-gil, Yeonsu-gu, Incheon, South Korea",Incheon,+82 32-831-0010,https://sdpood.modoo.at/,6987.5
Jeju Osung Traditional Restaurant,4.1,1704,[korean_restaurant],"27 Jungmungwangwang-ro, Saekdal-dong, 특별자치도, Seogwipo-si, Jeju-do, South Korea",Jeju-do,+82 64-739-3120,https://m.blog.naver.com/learning2021,6986.4
Haeundae Obok Dwaeji-gukbap Restaurant,4.4,1586,"[korean_restaurant, pork_rice_soup_restaurant, soondae_restaurant]","15 Gunam-ro, Haeundae-gu, Busan, South Korea",Busan,+82 51-731-1488,http://fiveblessing.willstay.co.kr/,6978.4
Hongojib,4.9,1421,[korean_barbecue_restaurant],"40 Myeongdong 3-gil, Jung District, Seoul, South Korea",Seoul,+82 2-318-3892,https://hongojib.com/,6962.9
Matna Sikdang,4.3,1618,[restaurant],"41 Dongnyuam-ro, Seongsan-eup, Seogwipo-si, Jeju-do, South Korea",Jeju-do,+82 64-782-4771,,6957.4
더도이종가집돼지국밥 본점,4.1,1688,[restaurant],"91 Uiseong-ro, Buk-gu, Busan, South Korea",Busan,+82 51-332-7877,https://redtable.global/ko/food/211012,6920.8
Bonga Seolleongtang,4.1,1687,[restaurant],"204 Seokchonhosu-ro, Songpa District, Seoul, South Korea",Seoul,+82 2-414-5945,,6916.7
Poong Won Jang Cockle Restaurant,4.2,1644,[korean_restaurant],"38 Marine city 2-ro, Haeundae-gu, Busan, South Korea",Busan,+82 51-742-0037,,6904.8
QooQoo Yeonsinnae,4.1,1684,[sushi_restaurant],"South Korea, Seoul, Eunpyeong District, Tongil-ro, 856 6층",Seoul,+82 2-388-3690,https://www.facebook.com/qooqooyunsin,6904.4
Hongik Gejang,4.3,1604,[crab_dish_restaurant],"59 World Cup buk-ro, Mapo-gu, Seoul, South Korea",Seoul,+82 2-323-1112,https://naver.me/xjJQhErK,6897.2
비비빔 BIBIBIM,4.9,1407,"[korean_restaurant, cafe, dessert_shop]","10-3 1F 감천제2동 Saha-gu, Busan, South Korea",Busan,+82 70-4354-0054,https://www.instagram.com/busan.bibibim/,6894.3
Grand Apple,4.2,1639,[buffet_restaurant],"25 Centum 1-ro, Haeundae-gu, Busan, South Korea",Busan,+82 51-743-3331,,6883.8
Gunjadaehan Gopchang(Myeongdong Branch),4.8,1431,"[meat_restaurant, guts_barbecue_restaurant, korean_beef_restaurant]","18-1 Myeongdong 7-gil, Jung District, Seoul, South Korea",Seoul,+82 2-776-5697,,6868.8
양산왕돼지국밥,4.2,1634,[korean_restaurant],"70 Jaeban-ro, Haeundae-gu, Busan, South Korea",Busan,+82 51-781-2722,,6862.8
우판등심 인천점,4.3,1588,[korean_beef_restaurant],"803-5 Dongchun-dong, Yeonsu-gu, Incheon, South Korea",Incheon,+82 32-816-7788,,6828.4
Rosso1924,4.7,1450,[pizza_restaurant],"29 Hongik-ro, Mapo-gu, Seoul, South Korea",Seoul,+82 2-336-1924,https://instagram.com/rosso1924,6815
Samwon Garden,4.1,1662,"[korean_barbecue_restaurant, korean_beef_restaurant, korean_restaurant, korean_rib_restaurant, korean_traditional_full_course_meal_restaurant, restaurant]","835 Eonju-ro, Gangnam District, Seoul, South Korea",Seoul,+82 2-548-3030,https://sgdinehill.co.kr/samwon-garden/,6814.2
프레퍼스 다이어트 푸드 홍대직영점(Preppers Diet Food Hongdae),4.9,1390,"[salad_shop, fast_food_restaurant, health_food_restaurant, restaurant]","South Korea, Seoul, Mapo-gu, Hongik-ro, 25 1층",Seoul,+82 2-3144-0992,https://prepperskorea.com/,6811
Jungsik Seoul,4.4,1546,"[korean_restaurant, restaurant]","11 Seolleung-ro 158-gil, Gangnam District, Seoul, South Korea",Seoul,+82 2-517-4654,http://www.jungsik.kr/,6802.4
Gyerim Sikdang,4.1,1657,[chicken_restaurant],"39 Donhwamun-ro 4-gil, Jongno District, Seoul, South Korea",Seoul,+82 2-2263-6658,,6793.7
Bisabeol Jeonju bean sprout soup,4.4,1541,[korean_restaurant],"1-2 Wangsimni-ro 6-gil, Seongdong-gu, Seoul, South Korea",Seoul,+82 2-464-8704,,6780.4
원조할매낙지,4.1,1653,[long_legged_octopus_restaurant],"10 Gold thema-gil, Busanjin District, Busan, South Korea",Busan,+82 51-634-9618,,6777.3
Neung Ra Do Gangnam,4.1,1650,[cold_noodle_restaurant],"534 Samseong-ro, Gangnam District, Seoul, South Korea",Seoul,+82 2-569-8939,https://neungrado.modoo.at/,6765
목포신안18호횟집,4.3,1568,[seafood_restaurant],"119 Yeonanbudu-ro, Jung-gu, Incheon, South Korea",Incheon,+82 32-882-0137,http://blog.naver.com/kojinwoo00,6742.4
일등가 한우만찬,4.1,1644,[barbecue_restaurant],"South Korea, Busan, Gijang-gun, Gijang-eup, Gijanghaean-ro, 266 일등가 한우만찬 4층 더이스트인",Busan,+82 51-722-2000,,6740.4
이학갈비 연수점,4.1,1642,[korean_rib_restaurant],"208 Meonugeum-ro, Yeonsu-gu, Incheon, South Korea",Incheon,+82 32-815-4664,http://www.ehak.co.kr/,6732.2
Haidilao Hotpot Seocho,4.2,1598,[hot_pot_restaurant],"South Korea, Seoul, Seocho District, Seocho-daero 77-gil, 54 2 층",Seoul,+82 2-533-8260,http://facebook.com/haidilaokorea,6711.6
Myeongdong Kyoja Itaewon,4.3,1560,"[kalguksu_restaurant, korean_restaurant, noodle_shop, steamed_bun_shop]","136 Noksapyeong-daero, Yongsan District, Seoul, South Korea",Seoul,+82 2-790-7300,http://www.mdkj.co.kr/,6708
오향가,4.4,1521,[chinese_restaurant],"73-2 Garak-dong, Songpa District, Seoul, South Korea",Seoul,+82 2-401-6999,,6692.4
Daewoo Budaejjigae (Army Stew),4.2,1587,[korean_restaurant],"34 Teheran-ro 25-gil, Gangnam District, Seoul, South Korea",Seoul,+82 2-552-1663,,6665.4
Sangchunjae,4.4,1514,[korean_restaurant],"598 중앙로 특별자치도 Jeju-si, Jeju-do, South Korea",Jeju-do,+82 64-725-1557,https://www.instagram.com/2010_sangchunjae%3Figsh%3DMWw1djE3aDd4and2aA%3D%3D,6661.6
Halmae Jaecheopguk | 할매재첩국,4.2,1586,[korean_restaurant],"8 Gwangnam-ro 120beon-gil, Suyeong-gu, Busan, South Korea",Busan,+82 51-751-7658,http://jaecheobga.fordining.kr/,6661.2
Black Ranch,4.7,1416,[restaurant],"South Korea, Jeju-do, Seogwipo-si, 특별자치도, Ieodo-ro, 338 KR",Jeju-do,+82 64-739-9289,https://www.instagram.com/black_ranch9289/,6655.2
McDonald's,4.2,1576,[fast_food_restaurant],"265 Seogot-ro, Seo-gu, Incheon, South Korea",Incheon,+82 32-262-5100,,6619.2
Yukjeon Sikdang,4.4,1499,"[korean_restaurant, cold_noodle_restaurant, korean_barbecue_restaurant, restaurant, steamed_bun_shop]","16 Nangye-ro 30-gil, Dongdaemun District, Seoul, South Korea",Seoul,+82 2-2253-6373,,6595.6
이태리국시(ITALYGUK SI) 성수동서울숲뚝섬역,4.9,1337,[restaurant],"South Korea, Seoul, Seongdong-gu, Wangsimni-ro 8-gil, 18-1 3 층",Seoul,+82 2-464-0950,,6551.3
Yeongcheon Yeonghwa,4.2,1559,[restaurant],"3 Dosan-daero 90-gil, Gangnam District, Seoul, South Korea",Seoul,+82 2-3442-0381,http://www.ycyh.co.kr/,6547.8
The Star Busan,4.1,1596,[buffet_restaurant],"50 B2F Jungang-daero 666beon-gil, Busanjin District, Busan, South Korea",Busan,+82 51-918-8000,http://thestarbusan.alltheway.kr/,6543.6
Nongmin Baekam Sundae,4.6,1420,[soondae_restaurant],"20-4 Yeoksam-ro 3-gil, Gangnam District, Seoul, South Korea",Seoul,+82 2-501-2772,,6532
Myeongdong Restaurant The Sic-ddang,4.6,1419,"[korean_restaurant, bulgogi_restaurant, country_food_restaurant, korean_barbecue_restaurant, pan_asian_restaurant, pizza_restaurant, restaurant, seafood_restaurant]","South Korea, Seoul, Jung District, 10길 36 2층",Seoul,+82 2-318-2234,https://thesicddang1.modoo.at/,6527.4
Ikseon-dong Restaurant Maison de Paris,4.5,1447,"[french_restaurant, bistro, brunch_restaurant, french_steakhouse_restaurant]","33-4 Supyo-ro 28-gil, Jongno District, Seoul, South Korea",Seoul,+82 2-6083-1626,http://www.instagram.com/maison.de.paris,6511.5
Baekje Jeongyukjeom,4.1,1586,[korean_restaurant],"34 Jong-ro 35-gil, Jongno District, Seoul, South Korea",Seoul,+82 2-762-7491,,6502.6
THE PARTY Haeundae,4.1,1580,[buffet_restaurant],"South Korea, Busan, Haeundae-gu, Haeundaehaebyeon-ro 298beon-gil, 24 팔레드시즈 B1F",Busan,+82 51-744-7711,https://gotheparty.com/bbs/content.php%3Fco_id%3Dgoparty4_1,6478
Hi asia Pakistani & Indian halal restaurant 펀자브,4.7,1378,"[indian_restaurant, indonesian_restaurant, middle_eastern_restaurant, pakistani_restaurant]","31 Gunam-ro, Haeundae-gu, Busan, South Korea",Busan,+82 51-731-1947,,6476.6
Tong Tong Korean BBQ (통통돼지뽈살),4.6,1402,"[korean_barbecue_restaurant, korean_beef_restaurant, pork_belly_barbeque_restaurant]","126-1 Eoulmadang-ro, Mapo-gu, Seoul, South Korea",Seoul,+82 2-3142-0570,,6449.2
