hrdaypwk,# days per week used heroin past 12 months,,,,,,,,,,
her30use,# days used heroin past 30 days,,,,,,,,,,
hr30est,best est. # days used heroin past 30 days,,,,,,,,,,
lsd,"ever used lsd (""acid"")",,,,,,,,,,
pcp,"ever used pcp (""angel dust,"" phencyclidine)",,,,,,,,,,
peyote,ever used peyote,,,,,,,,,,
mesc,ever used mescaline,,,,,,,,,,
psilcy,ever used psilocybin (mushrooms),,,,,,,,,,
ecstmolly,"ever used ""ecstasy"" or ""molly"" (mdma)",,,,,,,,,,
ketminesk,ever used ketamine,,,,,,,,,,
dmtamtfxy,"ever used dmt, amt, foxy",,,,,,,,,,
salviadiv,ever used salvia divinorum,,,,,,,,,,
hallucoth,ever used other hallucinogen,,,,,,,,,,
hallucot1,other hallucinogen - specify 1,,,,,,,,,,
hallucot2,other hallucinogen - specify 2,,,,,,,,,,
hallucot3,other hallucinogen - specify 3,,,,,,,,,,
hallucot4,other hallucinogen - specify 4,,,,,,,,,,
hallucot5,other hallucinogen - specify 5,,,,,,,,,,
hallucevr,ever used hallucinogens,,,,,,,,,,
hallucage,age when first used hallucinogens,,,,,,,,,,
hallucyfu,year of first hallucinogen use - recode,,,,,,,,,,
hallucmfu,month of first hallucinogen use - recode,,,,,,,,,,
hallucrec,time since last used hallucinogens,,,,,,,,,,
hallucyfq,total # of days used hallucinogens in past 12 mos,,,,,,,,,,
haltotfg,trimming indicator for hallucyfq,,,,,,,,,,
halfqflg,trimmed hallucyfq if r used < 12 mos,,,,,,,,,,
halleaswy,easiest way to tell us # days used hallucinogen,,,,,,,,,,
halldysyr,# days used hallucinogen past 12 months,,,,,,,,,,
halldypmo,# days per month used hallucinogen past 12 months,,,,,,,,,,
halldypwk,# days per week used hallucinogen past 12 months,,,,,,,,,,
halluc30n,# days used hallucinogen past 30 days,,,,,,,,,,
halluc30e,best est. # days used hallucinogens past 30 days,,,,,,,,,,
lsdage,age when first used lsd,,,,,,,,,,
lsdyfu,year of first lsd use - recode,,,,,,,,,,
lsdmfu,month of first lsd use - recode,,,,,,,,,,
lsdrec,time since last used lsd,,,,,,,,,,
pcpage,age when first used pcp,,,,,,,,,,
pcpyfu,year of first pcp use - recode,,,,,,,,,,
pcpmfu,month of first pcp use - recode,,,,,,,,,,
pcprec,time since last used pcp,,,,,,,,,,
ecstmoage,age when first used ecstasy or molly,,,,,,,,,,
ecstmoyfu,year of first ecstasy or molly use - recode,,,,,,,,,,
ecstmomfu,month of first ecstasy or molly use - recode,,,,,,,,,,
ecstmorec,time since last used ecstasy or molly,,,,,,,,,,
ketminrec,time since last used ketamine,,,,,,,,,,
damtfxrec,time since last used dmt/amt/foxy,,,,,,,,,,
salviarec,time since last used salvia divinorum,,,,,,,,,,
amylnit,"ever inhaled amyl nitrite, ""poppers,"" rush, etc.",,,,,,,,,,
cleflu,"ever inhaled correction fluid, degreaser, etc.",,,,,,,,,,
gas,ever inhaled gasoline or lighter fluid,,,,,,,,,,
glue,"ever inhaled glue, shoe polish, or toluene",,,,,,,,,,
ether,"ever inhaled halothane, ether, or other anesthetic",,,,,,,,,,
solvent,"ever inhaled lacquer thinner, other paint solvents",,,,,,,,,,
lgas,"ever inhaled lighter gases (butane, propane)",,,,,,,,,,
nitoxid,"ever inhaled nitrous oxide or ""whippits""",,,,,,,,,,
feltmarkr,ever inhaled felt-tip pens/markers,,,,,,,,,,
sppaint,ever inhaled spray paints,,,,,,,,,,
airduster,ever inhaled computer keyboard cleaner/air duster,,,,,,,,,,
othaeros,ever inhaled other aerosol sprays,,,,,,,,,,
inhaloth,ever used other inhalants,,,,,,,,,,
inhalot1,other inhalant - specify 1,,,,,,,,,,
inhalot2,other inhalant - specify 2,,,,,,,,,,
inhalot3,other inhalant - specify 3,,,,,,,,,,
inhalot4,other inhalant - specify 4,,,,,,,,,,
inhalot5,other inhalant - specify 5,,,,,,,,,,
inhalever,ever used inhalants,,,,,,,,,,
inhalage,age when first used inhalants,,,,,,,,,,
inhalyfu,year of first inhalant use - recode,,,,,,,,,,
inhalmfu,month of first inhalant use - recode,,,,,,,,,,
inhalrec,time since last used inhalants,,,,,,,,,,
inhalyfq,total # of days used inhalant past 12 months,,,,,,,,,,
inhtotfg,trimming indicator for inhalyfq,,,,,,,,,,
inhfqflg,trimmed inhalyfq if r used < 12 mos,,,,,,,,,,
inheaswy,easiest way to tell us # days used inhalants,,,,,,,,,,
inhdysyr,# days used inhalant past 12 months,,,,,,,,,,
inhdypmo,# days per month used inhalant past 12 months,,,,,,,,,,
inhdypwk,# days per week used inhalant past 12 months,,,,,,,,,,
inhal30n,# days used inhalant past 30 days,,,,,,,,,,
inhal30es,best estimate # days used inhalants past 30 days,,,,,,,,,,
methamevr,ever used methamphetamine,,,,,,,,,,
methamage,age 1st used methamphetamine,,,,,,,,,,
methamyfu,year 1st used methamphetamine,,,,,,,,,,
methammfu,month 1st used methamphetamine,,,,,,,,,,
methamrec,time since last used methamphetamine,,,,,,,,,,
methamyfq,total # days used methamphetamine past 12 months,,,,,,,,,,
metotfg,trimming indicator for methamyfq,,,,,,,,,,
mefqflg,trimmed methamyfq if r used < 12 mos,,,,,,,,,,
metheaswy,easiest way to tell # days used methamphetamine,,,,,,,,,,
methdysyr,# days used methamphetamine past 12 months,,,,,,,,,,
methdypmo,# days per mo used methamphetamine past 12 months,,,,,,,,,,
methdypwk,# days per wk used methamphetamine past 12 months,,,,,,,,,,
metham30n,# days used methamphetamine past 30 days,,,,,,,,,,
metham30e,best estimate # days used meth past 30 days,,,,,,,,,,
oxcnanyyr,any oxycontin use past 12 mos,,,,,,,,,,
pnranylif,any pain reliever use in lifetime,,,,,,,,,,
pnranyrec,rc - most recent any pain reliever use (recode),,,,,,,,,,
fentanyyr,fentanyl products - any past year use,,,,,,,,,,
pnrnmlif,ever used pain reliever not directed by dr,,,,,,,,,,
oxcnnmyr,used oxycontin not directed by dr past 12 mos,,,,,,,,,,
oxcnnmage,age 1st used oxycontin not directed by dr,,,,,,,,,,
oxcnnmyfu,year 1st used oxycontin not directed by dr,,,,,,,,,,
oxcnnmmfu,month 1st used oxycontin not directed by dr,,,,,,,,,,
pnrnmrec,rc - most recent pain reliever misuse (recode),,,,,,,,,,
pnrnminit,past year initiate for any pain reliever misuse,,,,,,,,,,
pnrnmage,rc - age at 1st misuse for past yr pnrlv initiates,,,,,,,,,,
pnrnmyfu,rc - yr 1st misused for past yr pain rlvr initiates,,,,,,,,,,
pnrnmmfu,rc - mo 1st misused for past yr pain rlvr initiates,,,,,,,,,,
pnrnm30d,used pain rlvr not directed by dr past 30 days,,,,,,,,,,
pnrnm30fq,# days used pain rlvr not directd by dr pst 30 dys,,,,,,,,,,
pnrnm30es,est # days used pain rlvr not directed pst 30 dys,,,,,,,,,,
pnrnm30al,used pain rlvr not directed by dr w/alc pst 30 dys,,,,,,,,,,
pnrwynorx,used pain rlvr w/o own rx past 12 months,,,,,,,,,,
pnrwygamt,used pain rlvr in greater amts than rx pst 12 mos,,,,,,,,,,
pnrwyoftn,used pain rlvr more often than rx past 12 months,,,,,,,,,,
pnrwylngr,used pain rlvr longer than rx past 12 months,,,,,,,,,,
pnrwyotwy,used pain rlvr other way not directed pst 12 mos,,,,,,,,,,
pnrnmlas1,last pain rlvr used not directed by dr pst 12 mos,,,,,,,,,,
pnrrspain,used last pain rlvr (not directed) to rlv pain,,,,,,,,,,
pnrrsrelx,used last pain rlvr (not directed) to relax,,,,,,,,,,
pnrrsexpt,used last pain rlvr (not directed) to experiment,,,,,,,,,,
pnrrshigh,used last pain rlvr (not directed) to get high,,,,,,,,,,
pnrrsslep,used last pain rlvr (not directed) for sleep,,,,,,,,,,
pnrrsemot,used last pain rlvr (not directed) for emotions,,,,,,,,,,
pnrrsdgfx,used last pain rlvr (not directed) oth drug effect,,,,,,,,,,
pnrrshook,used last pain rlvr (not directed) because hooked,,,,,,,,,,
pnrrssor,used last pain rlvr (not directed) other reason,,,,,,,,,,
pnrrsotrs2,reason used last pain rlvr (not directed),,,,,,,,,,
pnrrsmain,main reason used last pain rlvr (not directed),,,,,,,,,,
pnrnorxfg,only pst yr misuse w/o rx but rx for last pnr,,,,,,,,,,
fentnmyr,fentanyl products - past year misuse,,,,,,,,,,
trqanylif,any tranquilizer use in lifetime,,,,,,,,,,
trqanyrec,rc - most recent any tranquilizer use (recode),,,,,,,,,,
trbzoanyyr,rc - benzodiazepines tranquilizers - any past year use,,,,,,,,,,
trqnmlif,ever used tranquilizer not directed by dr,,,,,,,,,,
trqnmrec,rc - most recent tranquilizer misuse (recode),,,,,,,,,,
trqnminit,past year initiate for any tranquilizer misuse,,,,,,,,,,
trqnmage,rc - age at 1st misuse for past yr tranq initiates,,,,,,,,,,
trqnmyfu,rc - yr 1st misused for past yr tranq initiates,,,,,,,,,,
trqnmmfu,rc - mo 1st misused for past yr tranq initiates,,,,,,,,,,
trqnm30d,used tranq not directed by dr past 30 days,,,,,,,,,,
trqnm30fq,# days used tranq not directd by dr pst 30 dys,,,,,,,,,,
trqnm30es,est # days used tranq not directed pst 30 dys,,,,,,,,,,
trqnm30al,used tranq not directed by dr w/alc pst 30 dys,,,,,,,,,,
trqwynorx,used tranq w/o own rx past 12 months,,,,,,,,,,
trqwygamt,used tranq in greater amts than rx pst 12 mos,,,,,,,,,,
trqwyoftn,used tranq more often than rx past 12 months,,,,,,,,,,
trqwylngr,used tranq longer than rx past 12 months,,,,,,,,,,
trqwyotwy,used tranq other way not directed pst 12 mos,,,,,,,,,,
trqnmlas1,last tranq used not directed by dr pst 12 mos,,,,,,,,,,
trqrsrelx,used last tranq (not directed) to relax,,,,,,,,,,
trqrsexpt,used last tranq (not directed) to experiment,,,,,,,,,,
trqrshigh,used last tranq (not directed) to get high,,,,,,,,,,
trqrsslep,used last tranq (not directed) for sleep,,,,,,,,,,
trqrsemot,used last tranq (not directed) for emotions,,,,,,,,,,
trqrsdgfx,used last tranq (not directed) oth drug effect,,,,,,,,,,
trqrshook,used last tranq (not directed) because hooked,,,,,,,,,,
trqrssor,used last tranq (not directed) other reason,,,,,,,,,,
trqrsotrs2,reason used last tranq (not directed),,,,,,,,,,
trqrsmain,main reason used last tranq (not directed),,,,,,,,,,
trqnorxfg,only pst yr misuse w/o rx but rx for last tranq,,,,,,,,,,
trbzonmyr,rc - benzodiazepines tranquilizers - past year misuse,,,,,,,,,,
stmanylif,any stimulant use in lifetime,,,,,,,,,,
stmanyrec,rc - most recent any stimulant use (recode),,,,,,,,,,
stmnmlif,ever used stimulant not directed by dr,,,,,,,,,,
stmnmrec,rc - most recent stimulant misuse (recode),,,,,,,,,,
stmnminit,past year initiate for any stimulant misuse,,,,,,,,,,
stmnmage,rc - age 1st misused for past yr stim initiates,,,,,,,,,,
stmnmyfu,rc - yr 1st misused for past yr stim initiates,,,,,,,,,,
stmnmmfu,rc - month 1st misused for past yr stim initiates,,,,,,,,,,
stmnm30d,used stimulant not directed by dr past 30 days,,,,,,,,,,
stmnm30fq,# days used stimulant not directd by dr pst 30 dys,,,,,,,,,,
stmnm30es,est # days used stimulant not directed pst 30 dys,,,,,,,,,,
stmnm30al,used stimulant not directed by dr w/alc pst 30 dys,,,,,,,,,,
stmwynorx,used stimulant w/o own rx past 12 months,,,,,,,,,,
stmwygamt,used stimulant in greater amts than rx pst 12 mos,,,,,,,,,,
stmwyoftn,used stimulant more often than rx past 12 months,,,,,,,,,,
stmwylngr,used stimulant longer than rx past 12 months,,,,,,,,,,
stmwyotwy,used stimulant other way not directed pst 12 mos,,,,,,,,,,
stmndlyr,used stimulant with a needle past 12 months,,,,,,,,,,
stmndlrec,time since last used needle to inject stimulant,,,,,,,,,,
stmnmlas1,last stimulant used not directed by dr pst 12 mos,,,,,,,,,,
stmrswght,used last stimulant (not directed) to lose weight,,,,,,,,,,
stmrsconc,used last stimulant (not directed) to concentrate,,,,,,,,,,
stmrsalrt,used last stimulant (not directed) to be alert,,,,,,,,,,
stmrsstdy,used last stimulant (not directed) to study,,,,,,,,,,
stmrsexpt,used last stimulant (not directed) to experiment,,,,,,,,,,
stmrshigh,used last stimulant (not directed) to get high,,,,,,,,,,
stmrsdgfx,used last stimulant (not directed) oth drug effect,,,,,,,,,,
stmrshook,used last stimulant (not directed) because hooked,,,,,,,,,,
stmrssor,used last stimulant (not directed) other reason,,,,,,,,,,
stmrsotrs2,reason used last stimulant (not directed),,,,,,,,,,
stmrsmain,main reason used last stimulant (not directed),,,,,,,,,,
stmnorxfg,only pst yr misuse w/o rx but rx for last stim,,,,,,,,,,
sedanylif,any sedative use in lifetime,,,,,,,,,,
sedanyrec,rc - most recent any sedative use (recode),,,,,,,,,,
svbzoanyyr,rc - benzodiazepines sedatives - any past year use,,,,,,,,,,
sednmlif,ever used sedative not directed by dr,,,,,,,,,,
sednmrec,rc - most recent sedative misuse (recode),,,,,,,,,,
sednminit,past year initiate for any sedative misuse,,,,,,,,,,
sednmage,rc - age at 1st misuse for past yr sed initiates,,,,,,,,,,
sednmyfu,rc - yr 1st misused for past yr sed initiates,,,,,,,,,,
sednmmfu,rc - mo 1st misused for past yr sed initiates,,,,,,,,,,
sednm30d,used sedative not directed by dr past 30 days,,,,,,,,,,
sednm30fq,# days used sedative not directd by dr pst 30 dys,,,,,,,,,,
sednm30es,est # days used sedative not directed pst 30 dys,,,,,,,,,,
sednm30al,used sedative not directed by dr w/alc pst 30 dys,,,,,,,,,,
sedwynorx,used sedative w/o own rx past 12 months,,,,,,,,,,
sedwygamt,used sedative in greater amts than rx pst 12 mos,,,,,,,,,,
sedwyoftn,used sedative more often than rx past 12 months,,,,,,,,,,
sedwylngr,used sedative longer than rx past 12 months,,,,,,,,,,
sedwyotwy,used sedative other way not directed pst 12 mos,,,,,,,,,,
sednmlast,last sedative used not directed by dr pst 12 mos,,,,,,,,,,
sedrsrelx,used last sedative (not directed) to relax,,,,,,,,,,
sedrsexpt,used last sedative (not directed) to experiment,,,,,,,,,,
sedrshigh,used last sedative (not directed) to get high,,,,,,,,,,
sedrsslep,used last sedative (not directed) for sleep,,,,,,,,,,
sedrsemot,used last sedative (not directed) for emotions,,,,,,,,,,
sedrsdgfx,used last sedative (not directed) oth drug effect,,,,,,,,,,
sedrshook,used last sedative (not directed) because hooked,,,,,,,,,,
sedrssor,used last sedative (not directed) other reason,,,,,,,,,,
sedrsotrs2,reason used last sedative (not directed),,,,,,,,,,
sedrsmain,main reason used last sedative (not directed),,,,,,,,,,
sednorxfg,only pst yr misuse w/o rx but rx for last sed,,,,,,,,,,
svbzonmyr,rc - benzodiazepines sedatives - past year misuse,,,,,,,,,,
ircigrc,cigarette recency - imputation revised,,,,,,,,,,
iicigrc,cigarette recency - imputation indicator,,,,,,,,,,
ii2cigrc,cigarette recency - detailed imputation indicator,,,,,,,,,,
ircgrrc,cigar recency - imputation revised,,,,,,,,,,
iicgrrc,cigar recency - imputation indicator,,,,,,,,,,
ii2cgrrc,cigar recency - detailed imputation indicator,,,,,,,,,,
irpiplf,lifetime pipe use - imputation revised,,,,,,,,,,
iipiplf,lifetime pipe use - imputation indicator,,,,,,,,,,
irpipmn,past month pipe use - imputation revised,,,,,,,,,,
iipipmn,past month pipe use - imputation indicator,,,,,,,,,,
irnicvaprec,nicotine vaping recency - imputation revised,,,,,,,,,,
iinicvaprec,nicotine vaping recency - imputation indicator,,,,,,,,,,
irsmklssrec,smokeless tobacco recency - imputation revised,,,,,,,,,,
iismklssrec,smokeless tobacco recency - imputation indicator,,,,,,,,,,
iralcrc,alcohol recency - imputation revised,,,,,,,,,,
iialcrc,alcohol recency - imputation indicator,,,,,,,,,,
ii2alcrc,alcohol recency - detailed imputation indicator,,,,,,,,,,
ircbdhmprec,cbd or hemp recency - imputation revised,,,,,,,,,,
iicbdhmprec,cbd or hemp recency - imputation indicator,,,,,,,,,,
irmjrc,marijuana recency - imputation revised,,,,,,,,,,
iimjrc,marijuana recency - imputation indicator,,,,,,,,,,
ii2mjrc,marijuana recency - detailed imputation indicator,,,,,,,,,,
irmjmonvape,marijuana vaping past month - imputation revised,,,,,,,,,,
iimjmonvape,marijuana vaping past month - imputation indicator,,,,,,,,,,
irmjyrvape,marijuana vaping past year - imputation revised,,,,,,,,,,
iimjyrvape,marijuana vaping past year - imputation indicator,,,,,,,,,,
ircocrc,cocaine recency - imputation revised,,,,,,,,,,
iicocrc,cocaine recency - imputation indicator,,,,,,,,,,
ii2cocrc,cocaine recency - detailed imputation indicator,,,,,,,,,,
ircrkrc,crack recency - imputation revised,,,,,,,,,,
iicrkrc,crack recency - imputation indicator,,,,,,,,,,
ii2crkrc,crack recency - detailed imputation indicator,,,,,,,,,,
irherrc,heroin recency - imputation revised,,,,,,,,,,
iiherrc,heroin recency - imputation indicator,,,,,,,,,,
ii2herrc,heroin recency - detailed imputation indicator,,,,,,,,,,
irhallucrec,hallucinogen recency - imputation revised,,,,,,,,,,
iihallucrec,hallucinogen recency - imputation indicator,,,,,,,,,,
irlsdrc,lsd recency - imputation revised,,,,,,,,,,
iilsdrc,lsd recency - imputation indicator,,,,,,,,,,
ii2lsdrc,lsd recency - detailed imputation indicator,,,,,,,,,,
irpcprc,pcp recency - imputation revised,,,,,,,,,,
iipcprc,pcp recency - imputation indicator,,,,,,,,,,
ii2pcprc,pcp recency - detailed imputation indicator,,,,,,,,,,
irecstmorec,ecstasy recency - imputation revised,,,,,,,,,,
iiecstmorec,ecstasy recency - imputation indicator,,,,,,,,,,
irketminrec,ketamine recency - imputation revised,,,,,,,,,,
iiketminrec,ketamine recency - imputation indicator,,,,,,,,,,
irdamtfxrec,dmt/amt/foxy recency - imputation revised,,,,,,,,,,
iidamtfxrec,dmt/amt/foxy recency - imputation indicator,,,,,,,,,,
irsalviarec,salvia recency - imputation revised,,,,,,,,,,
iisalviarec,salvia recency - imputation indicator,,,,,,,,,,
irinhalrec,inhalant recency - imputation revised,,,,,,,,,,
iiinhalrec,inhalant recency - imputation indicator,,,,,,,,,,
irmethamrec,methamphetamine recency - imputation revised,,,,,,,,,,
iimethamrec,methamphetamine use recency - imputation indicator,,,,,,,,,,
irpnranyrec,any pain reliever recency - imputation revised,,,,,,,,,,
iipnranyrec,any pain reliever recency - imputation indicator,,,,,,,,,,
iroxcnanyyr,any oxycontin recency - imputation revised,,,,,,,,,,
iioxcnanyyr,any oxycontin recency - imputation indicator,,,,,,,,,,
irfentanyyr,fentanyl products - any past year use - imp rev,,,,,,,,,,
iifentanyyr,fentanyl products - any past year use - imp ind,,,,,,,,,,
irtrqanyrec,any tranquilizers recency - imputation revised,,,,,,,,,,
iitrqanyrec,any tranquilizers recency - imputation indicator,,,,,,,,,,
irstmanyrec,any stimulants recency - imputation revised,,,,,,,,,,
iistmanyrec,any stimulants recency - imputation indicator,,,,,,,,,,
irsedanyrec,any sedatives recency - imputation revised,,,,,,,,,,
iisedanyrec,any sedatives recency - imputation indicator,,,,,,,,,,
irbzoanyyr,any benzodiazepines - past year use - imputation revised,,,,,,,,,,
iibzoanyyr,any benzodiazepines - past year use - imputation indicator,,,,,,,,,,
irpnrnmrec,pain reliever misuse recency - imputation revised,,,,,,,,,,
iipnrnmrec,pain reliever misuse recency - imputation indicator,,,,,,,,,,
iroxcnnmyr,oxycontin past year misuse - imputation revised,,,,,,,,,,
iioxcnnmyr,oxycontin past year misuse - imputation indicator,,,,,,,,,,
irfentnmyr,fentanyl products - past year misuse - imp rev,,,,,,,,,,
iifentnmyr,fentanyl products - past year misuse - imp ind,,,,,,,,,,
irtrqnmrec,tranquilizer misuse recency - imputation revised,,,,,,,,,,
iitrqnmrec,tranquilizer misuse recency - imputation indicator,,,,,,,,,,
irstmnmrec,stimulant misuse recency - imputation revised,,,,,,,,,,
iistmnmrec,stimulant misuse recency - imputation indicator,,,,,,,,,,
irsednmrec,sedative misuse recency - imputation revised,,,,,,,,,,
iisednmrec,sedative misuse recency - imputation indicator,,,,,,,,,,
irbzonmyr,any benzodiazepines - past year misuse - imputation revised,,,,,,,,,,
iibzonmyr,any benzodiazepines - past year misuse - imp ind,,,,,,,,,,
iralcfy,alcohol frequency past year - imputation revised,,,,,,,,,,
iialcfy,alcohol frequency past year - imputation indicator,,,,,,,,,,
ii2alcfy,alcohol freq past year - detailed imputation indicator,,,,,,,,,,
irmjfy,marijuana frequency past year - imputation revised,,,,,,,,,,
iimjfy,marijuana frequency past year - imputation indicator,,,,,,,,,,
ii2mjfy,marijuana freq past year - detailed imputation indicator,,,,,,,,,,
ircocfy,cocaine frequency past year - imputation revised,,,,,,,,,,
iicocfy,cocaine frequency past year - imputation indicator,,,,,,,,,,
ii2cocfy,cocaine freq past year - detailed imputation indicator,,,,,,,,,,
ircrkfy,crack frequency past year - imputation revised,,,,,,,,,,
iicrkfy,crack frequency past year - imputation indicator,,,,,,,,,,
ii2crkfy,crack freq past year - detailed imputation indicator,,,,,,,,,,
irherfy,heroin frequency past year - imputation revised,,,,,,,,,,
iiherfy,heroin frequency past year - imputation indicator,,,,,,,,,,
ii2herfy,heroin freq past year - detailed imputation indicator,,,,,,,,,,
irhallucyfq,hall frequency past year - imputation revised,,,,,,,,,,
iihallucyfq,hall freq past year - imputation indicator,,,,,,,,,,
irinhalyfq,inhalant frequency past year - imputation revised,,,,,,,,,,
iiinhalyfq,inhalant freq past year - imputation indicator,,,,,,,,,,
irmethamyfq,meth frequency past year - imputation revised,,,,,,,,,,
iimethamyfq,meth freq past year - imputation indicator,,,,,,,,,,
ircigfm,cig frequency past month - imputation revised,,,,,,,,,,
iicigfm,cig frequency past month - imputation indicator,,,,,,,,,,
ii2cigfm,cig frequency past month - detailed imputation indicator,,,,,,,,,,
ircgrfm,cigar frequency past month - imputation revised,,,,,,,,,,
iicgrfm,cigar frequency past month - imputation indicator,,,,,,,,,,
ii2cgrfm,cigar frequency past month - detailed imputation indicator,,,,,,,,,,
irsmklss30n,smokeless tobacco frequency past month - imputation revised,,,,,,,,,,
iismklss30n,smokeless tobacco frequency pst month - imputation indicator,,,,,,,,,,
irnicvap30n,nicotine vaping frequency past month - imputation revised,,,,,,,,,,
iinicvap30n,nicotine vaping frequency past month - imputation indicator,,,,,,,,,,
iralcfm,alcohol frequency past month - imputation revised,,,,,,,,,,
iialcfm,alcohol frequency past month - imputation indicator,,,,,,,,,,
ii2alcfm,alcohol frequency past month - detailed imputation indicator,,,,,,,,,,
iralcbng30d,binge alcohol frequency past month - imputation revised,,,,,,,,,,
iialcbng30d,binge alcohol frequency past month - imputation indicator,,,,,,,,,,
irmjfm,marijuana frequency past month - imputation revised,,,,,,,,,,
iimjfm,marijuana frequency past month - imputation indicator,,,,,,,,,,
ii2mjfm,marijuana freq past month - detailed imputation indicator,,,,,,,,,,
ircocfm,cocaine frequency past month - imputation revised,,,,,,,,,,
iicocfm,cocaine frequency past month - imputation indicator,,,,,,,,,,
ii2cocfm,cocaine frequency past month - detailed imputation indicator,,,,,,,,,,
ircrkfm,crack frequency past month - imputation revised,,,,,,,,,,
iicrkfm,crack frequency past month - imputation indicator,,,,,,,,,,
ii2crkfm,crack frequency past month - detailed imputation indicator,,,,,,,,,,
irherfm,heroin frequency past month - imputation revised,,,,,,,,,,
iiherfm,heroin frequency past month - imputation indicator,,,,,,,,,,
ii2herfm,heroin freq past month - detailed imputation indicator,,,,,,,,,,
irhalluc30n,hallucinogen frequency past month - imputation revised,,,,,,,,,,
iihalluc30n,hallucinogen frequency past month - imputation indicator,,,,,,,,,,
irinhal30n,inhalant frequency past month - imputation revised,,,,,,,,,,
iiinhal30n,inhalant frequency past month - imputation indicator,,,,,,,,,,
irmetham30n,methamphetamine frequency past month - imputation revised,,,,,,,,,,
iimetham30n,methamphetamine frequency past month - imputation indicator,,,,,,,,,,
irpnrnm30fq,pain relievers misuse freq past month - imputation revised,,,,,,,,,,
iipnrnm30fq,pain relievers misuse freq past month - imputation indicator,,,,,,,,,,
irtrqnm30fq,tranquilizers misuse freq past month - imputation revised,,,,,,,,,,
iitrqnm30fq,tranquilizers misuse freq past month - imputation indicator,,,,,,,,,,
irstmnm30fq,stimulants misuse frequency past month - imputation revised,,,,,,,,,,
iistmnm30fq,stimulants misuse freq past month - imputation indicator,,,,,,,,,,
irsednm30fq,sedatives misuse frequency past month - imputation revised,,,,,,,,,,
iisednm30fq,sedatives misuse frequency past month - imputation indicator,,,,,,,,,,
ircigage,cigarette age of first use - imputation revised,,,,,,,,,,
iicigage,cigarette age of first use - imputation indicator,,,,,,,,,,
ircigyfu,cigarette year of first use - imputation revised,,,,,,,,,,
iicigyfu,cigarette year of first use - imputation indicator,,,,,,,,,,
ircduage,daily cigarette age of first use - imputation revised,,,,,,,,,,
iicduage,daily cigarette age of first use - imputation indicator,,,,,,,,,,
ircd2yfu,daily cigarette yfu - using cigdlyfu - imputation revised,,,,,,,,,,
iicd2yfu,daily cigarette year of first use - imputation indicator,,,,,,,,,,
ircgrage,cigar age of first use - imputation revised,,,,,,,,,,
iicgrage,cigar age of first use - imputation indicator,,,,,,,,,,
ircgryfu,cigar year of first use - imputation revised,,,,,,,,,,
iicgryfu,cigar year of first use - imputation indicator,,,,,,,,,,
irsmklsstry,smokeless tobacco age of first use - imputation revised,,,,,,,,,,
iismklsstry,smokeless tobacco age of first use - imputation indicator,,,,,,,,,,
irsmklssyfu,smokeless tobacco year of first use - imputation revised,,,,,,,,,,
iismklssyfu,smokeless tobacco year of first use - imputation indicator,,,,,,,,,,
irnicvapage,nicotine vaping age of first use - imputation revised,,,,,,,,,,
iinicvapage,nicotine vaping age of first use - imputation indicator,,,,,,,,,,
irnicvapyfu,nicotine vaping year of first use - imputation revised,,,,,,,,,,
iinicvapyfu,nicotine vaping year of first use - imputation indicator,,,,,,,,,,
iralcage,alcohol age of first use - imputation revised,,,,,,,,,,
iialcage,alcohol age of first use - imputation indicator,,,,,,,,,,
iralcyfu,alcohol year of first use - imputation revised,,,,,,,,,,
iialcyfu,alcohol year of first use - imputation indicator,,,,,,,,,,
irmjage,marijuana age of first use - imputation revised,,,,,,,,,,
iimjage,marijuana age of first use - imputation indicator,,,,,,,,,,
irmjyfu,marijuana year of first use - imputation revised,,,,,,,,,,
iimjyfu,marijuana year of first use - imputation indicator,,,,,,,,,,
ircocage,cocaine age of first use - imputation revised,,,,,,,,,,
iicocage,cocaine age of first use - imputation indicator,,,,,,,,,,
ircocyfu,cocaine year of first use - imputation revised,,,,,,,,,,
iicocyfu,cocaine year of first use - imputation indicator,,,,,,,,,,
ircrkage,crack age of first use - imputation revised,,,,,,,,,,
iicrkage,crack age of first use - imputation indicator,,,,,,,,,,
ircrkyfu,crack year of first use - imputation revised,,,,,,,,,,
iicrkyfu,crack year of first use - imputation indicator,,,,,,,,,,
irherage,heroin age of first use - imputation revised,,,,,,,,,,
iiherage,heroin age of first use - imputation indicator,,,,,,,,,,
irheryfu,heroin year of first use - imputation revised,,,,,,,,,,
iiheryfu,heroin year of first use - imputation indicator,,,,,,,,,,
irhallucage,hallucinogen age of first use - imputation revised,,,,,,,,,,
iihallucage,hallucinogen age of first use - imputation indicator,,,,,,,,,,
irhallucyfu,hallucinogen year of first use - imputation revised,,,,,,,,,,
iihallucyfu,hallucinogen year of first use - imputation indicator,,,,,,,,,,
irlsdage,lsd age of first use - imputation revised,,,,,,,,,,
iilsdage,lsd age of first use - imputation indicator,,,,,,,,,,
irlsdyfu,lsd year of first use - imputation revised,,,,,,,,,,
iilsdyfu,lsd year of first use - imputation indicator,,,,,,,,,,
irpcpage,pcp age of first use - imputation revised,,,,,,,,,,
iipcpage,pcp age of first use - imputation indicator,,,,,,,,,,
irpcpyfu,pcp year of first use - imputation revised,,,,,,,,,,
iipcpyfu,pcp year of first use - imputation indicator,,,,,,,,,,
irecstmoage,ecstasy age of first use - imputation revised,,,,,,,,,,
