Column1,entity:A_MainTableDatasets_id,Categories,Data,DataDictionary,FileFormat,Homepage,SizeGb,Source,Sponsor,Year,dataset_name,dataset_title,file_name,,
81,CommunityResilienceEstimates-2021,Multiple Categories,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/CRE_21.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/cre_file_layout_2021.pdf,CSV,https://www.census.gov/programs-surveys/community-resilience-estimates/data/datasets.html,0.0131,Community Resilience Estimates,USCB,2021,community_resilience_estimates_2021,Community Resilience Estimates 2021,community_resilience_estimates_2021.csv,key_community_resilience_estimates_2021.csv,
82,CommunityResilienceEstimates-2022,Multiple Categories,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/CRE_22.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/General/cre_file_layout_2022.pdf,CSV,https://www.census.gov/programs-surveys/community-resilience-estimates/data/datasets.html,0.0133,Community Resilience Estimates,USCB,2022,community_resilience_estimates_2022,Community Resilience Estimates 2022,community_resilience_estimates_2022.csv,key_community_resilience_estimates_2022.csv,
87,CurrentPopulationSurvey-ASEC_Replicate_Weights_2019,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/ASEC_Replicate_Weights_2019.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-asec_documentation_mar19.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.2022.html#list-tab-0ZHHUXO2A9GXV1YVVF,0.375,CPS-ASEC,USCB,2019,current_population_survey_asec_replicate_weights_2019,Current Population Survey ASEC Replicate Weights 2019,current_population_survey_asec_replicate_weights_2019.csv,key_current_population_survey_asec_replicate_weights_2019.csv,
88,CurrentPopulationSurvey-ASEC_Replicate_Weights_2020,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/ASEC_Replicate_Weights_2020.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-asec_documentation_mar20.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.2022.html#list-tab-0ZHHUXO2A9GXV1YVVF,0.329,CPS-ASEC,USCB,2020,current_population_survey_asec_replicate_weights_2020,Current Population Survey ASEC Replicate Weights 2020,current_population_survey_asec_replicate_weights_2020.csv,key_current_population_survey_asec_replicate_weights_2020.csv,
89,CurrentPopulationSurvey-ASEC_Replicate_Weights_2021,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/ASEC_Replicate_Weights_2021.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-asec_documentation_mar21.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.2022.html#list-tab-0ZHHUXO2A9GXV1YVVF,0.341,CPS-ASEC,USCB,2021,current_population_survey_asec_replicate_weights_2021,Current Population Survey ASEC Replicate Weights 2021,current_population_survey_asec_replicate_weights_2021.csv,key_current_population_survey_asec_replicate_weights_2021.csv,
90,CurrentPopulationSurvey-ASEC_Replicate_Weights_2022,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/ASEC_Replicate_Weights_2022.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-asec_documentation_mar22.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.2022.html#list-tab-0ZHHUXO2A9GXV1YVVF,0.318,CPS-ASEC,USCB,2022,current_population_survey_asec_replicate_weights_2022,Current Population Survey ASEC Replicate Weights 2022,current_population_survey_asec_replicate_weights_2022.csv,key_current_population_survey_asec_replicate_weights_2022.csv,
91,CurrentPopulationSurvey-ASEC_Replicate_Weights_2023,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/ASEC_Replicate_Weights_2023.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-asec_documentation_mar23.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.2023.html#list-tab-165711867,0.29,CPS-ASEC,USCB,2023,current_population_survey_asec_replicate_weights_2023,Current Population Survey ASEC Replicate Weights 2023,current_population_survey_asec_replicate_weights_2023.csv,key_current_population_survey_asec_replicate_weights_2023.csv,
92,CurrentPopulationSurvey-ASEC_Replicate_Weights_2024,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/ASEC_Replicate_Weights_2024.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-asec_documentation_mar24.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.2024.html#list-tab-165711867,0.286,CPS-ASEC,USCB,2024,current_population_survey_asec_replicate_weights_2024,Current Population Survey ASEC Replicate Weights 2024,current_population_survey_asec_replicate_weights_2024.csv,key_current_population_survey_asec_replicate_weights_2024.csv,
93,CurrentPopulationSurvey-ASEC_family_record_2019,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-ASEC_family_record_2019.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-asec_documentation_mar19.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.2022.html#list-tab-0ZHHUXO2A9GXV1YVVF,0.0185,CPS-ASEC,USCB,2019,current_population_survey_asec_family_record_2019,Current Population Survey ASEC family record 2019,current_population_survey_asec_family_record_2019.csv,key_current_population_survey_asec_family_record_2019.csv,
94,CurrentPopulationSurvey-ASEC_family_record_2020,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-ASEC_family_record_2020.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-asec_documentation_mar20.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.2022.html#list-tab-0ZHHUXO2A9GXV1YVVF,0.0157,CPS-ASEC,USCB,2020,current_population_survey_asec_family_record_2020,Current Population Survey ASEC family record 2020,current_population_survey_asec_family_record_2020.csv,key_current_population_survey_asec_family_record_2020.csv,
95,CurrentPopulationSurvey-ASEC_family_record_2021,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-ASEC_family_record_2021.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-asec_documentation_mar21.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.2022.html#list-tab-0ZHHUXO2A9GXV1YVVF,0.0164,CPS-ASEC,USCB,2021,current_population_survey_asec_family_record_2021,Current Population Survey ASEC family record 2021,current_population_survey_asec_family_record_2021.csv,key_current_population_survey_asec_family_record_2021.csv,
96,CurrentPopulationSurvey-ASEC_family_record_2022,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-ASEC_family_record_2022.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-asec_documentation_mar22.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.2022.html#list-tab-0ZHHUXO2A9GXV1YVVF,0.0154,CPS-ASEC,USCB,2022,current_population_survey_asec_family_record_2022,Current Population Survey ASEC family record 2022,current_population_survey_asec_family_record_2022.csv,key_current_population_survey_asec_family_record_2022.csv,
97,CurrentPopulationSurvey-ASEC_family_record_2023,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-ASEC_family_record_2023.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-asec_documentation_mar23.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.2023.html#list-tab-165711867,0.014,CPS-ASEC,USCB,2023,current_population_survey_asec_family_record_2023,Current Population Survey ASEC family record 2023,current_population_survey_asec_family_record_2023.csv,key_current_population_survey_asec_family_record_2023.csv,
98,CurrentPopulationSurvey-ASEC_family_record_2024,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-ASEC_family_record_2024.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-asec_documentation_mar24.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.2024.html#list-tab-165711867,0.0139,CPS-ASEC,USCB,2024,current_population_survey_asec_family_record_2024,Current Population Survey ASEC family record 2024,current_population_survey_asec_family_record_2024.csv,key_current_population_survey_asec_family_record_2024.csv,
99,CurrentPopulationSurvey-ASEC_household_record_2019,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-ASEC_household_record_2019.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-asec_documentation_mar19.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.2022.html#list-tab-0ZHHUXO2A9GXV1YVVF,0.0316,CPS-ASEC,USCB,2019,current_population_survey_asec_household_record_2019,Current Population Survey ASEC household record 2019,current_population_survey_asec_household_record_2019.csv,key_current_population_survey_asec_household_record_2019.csv,
100,CurrentPopulationSurvey-ASEC_household_record_2020,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-ASEC_household_record_2020.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-asec_documentation_mar20.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.2022.html#list-tab-0ZHHUXO2A9GXV1YVVF,0.0301,CPS-ASEC,USCB,2020,current_population_survey_asec_household_record_2020,Current Population Survey ASEC household record 2020,current_population_survey_asec_household_record_2020.csv,key_current_population_survey_asec_household_record_2020.csv,
101,CurrentPopulationSurvey-ASEC_household_record_2021,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-ASEC_household_record_2021.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-asec_documentation_mar21.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.2022.html#list-tab-0ZHHUXO2A9GXV1YVVF,0.0299,CPS-ASEC,USCB,2021,current_population_survey_asec_household_record_2021,Current Population Survey ASEC household record 2021,current_population_survey_asec_household_record_2021.csv,key_current_population_survey_asec_household_record_2021.csv,
102,CurrentPopulationSurvey-ASEC_household_record_2022,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-ASEC_household_record_2022.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-asec_documentation_mar22.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.2022.html#list-tab-0ZHHUXO2A9GXV1YVVF,0.0311,CPS-ASEC,USCB,2022,current_population_survey_asec_household_record_2022,Current Population Survey ASEC household record 2022,current_population_survey_asec_household_record_2022.csv,key_current_population_survey_asec_household_record_2022.csv,
103,CurrentPopulationSurvey-ASEC_household_record_2023,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-ASEC_household_record_2023.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-asec_documentation_mar23.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.2023.html#list-tab-165711867,0.02886,CPS-ASEC,USCB,2023,current_population_survey_asec_household_record_2023,Current Population Survey ASEC household record 2023,current_population_survey_asec_household_record_2023.csv,key_current_population_survey_asec_household_record_2023.csv,
104,CurrentPopulationSurvey-ASEC_household_record_2024,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-ASEC_household_record_2024.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-asec_documentation_mar24.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.2024.html#list-tab-165711867,0.029,CPS-ASEC,USCB,2024,current_population_survey_asec_household_record_2024,Current Population Survey ASEC household record 2024,current_population_survey_asec_household_record_2024.csv,key_current_population_survey_asec_household_record_2024.csv,
105,CurrentPopulationSurvey-ASEC_person_record_2019,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-ASEC_person_record_2019.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-asec_documentation_mar19.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.2022.html#list-tab-0ZHHUXO2A9GXV1YVVF,0.333,CPS-ASEC,USCB,2019,current_population_survey_asec_person_record_2019,Current Population Survey ASEC person record 2019,current_population_survey_asec_person_record_2019.csv,key_current_population_survey_asec_person_record_2019.csv,
106,CurrentPopulationSurvey-ASEC_person_record_2020,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-ASEC_person_record_2020.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-asec_documentation_mar20.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.2022.html#list-tab-0ZHHUXO2A9GXV1YVVF,0.307,CPS-ASEC,USCB,2020,current_population_survey_asec_person_record_2020,Current Population Survey ASEC person record 2020,current_population_survey_asec_person_record_2020.csv,key_current_population_survey_asec_person_record_2020.csv,
107,CurrentPopulationSurvey-ASEC_person_record_2021,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-ASEC_person_record_2021.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-asec_documentation_mar21.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.2022.html#list-tab-0ZHHUXO2A9GXV1YVVF,0.315,CPS-ASEC,USCB,2021,current_population_survey_asec_person_record_2021,Current Population Survey ASEC person record 2021,current_population_survey_asec_person_record_2021.csv,key_current_population_survey_asec_person_record_2021.csv,
108,CurrentPopulationSurvey-ASEC_person_record_2022,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-ASEC_person_record_2022.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-asec_documentation_mar22.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.2022.html#list-tab-0ZHHUXO2A9GXV1YVVF,0.296,CPS-ASEC,USCB,2022,current_population_survey_asec_person_record_2022,Current Population Survey ASEC person record 2022,current_population_survey_asec_person_record_2022.csv,key_current_population_survey_asec_person_record_2022.csv,
109,CurrentPopulationSurvey-ASEC_person_record_2023,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-ASEC_person_record_2023.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-asec_documentation_mar23.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.2023.html#list-tab-165711867,0.268,CPS-ASEC,USCB,2023,current_population_survey_asec_person_record_2023,Current Population Survey ASEC person record 2023,current_population_survey_asec_person_record_2023.csv,key_current_population_survey_asec_person_record_2023.csv,
110,CurrentPopulationSurvey-ASEC_person_record_2024,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-ASEC_person_record_2024.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-asec_documentation_mar24.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.2024.html#list-tab-165711867,0.264,CPS-ASEC,USCB,2024,current_population_survey_asec_person_record_2024,Current Population Survey ASEC person record 2024,current_population_survey_asec_person_record_2024.csv,key_current_population_survey_asec_person_record_2024.csv,
111,CurrentPopulationSurvey_FoodSecuritySupplement_2011,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-FSS_2011_supplement.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-fss_documentation_dec11.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-supp_cps-repwgt/cps-food-security.html#cpssupps,0.209,CPS-FSS,"USCB, USDA",2011,current_population_survey_food_security_supplement_2011,Current Population Survey Food Security Supplement 2011,current_population_survey_food_security_supplement_2011.csv,key_current_population_survey_food_security_supplement_2011.csv,
112,CurrentPopulationSurvey_FoodSecuritySupplement_2012,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-FSS_2012_supplement.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-fss_documentation_dec12.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-supp_cps-repwgt/cps-food-security.html#cpssupps,0.209,CPS-FSS,"USCB, USDA",2012,current_population_survey_food_security_supplement_2012,Current Population Survey Food Security Supplement 2012,current_population_survey_food_security_supplement_2012.csv,key_current_population_survey_food_security_supplement_2012.csv,
113,CurrentPopulationSurvey_FoodSecuritySupplement_2013,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-FSS_2013_supplement.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-fss_documentation_dec13.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-supp_cps-repwgt/cps-food-security.html#cpssupps,0.208,CPS-FSS,"USCB, USDA",2013,current_population_survey_food_security_supplement_2013,Current Population Survey Food Security Supplement 2013,current_population_survey_food_security_supplement_2013.csv,key_current_population_survey_food_security_supplement_2013.csv,
114,CurrentPopulationSurvey_FoodSecuritySupplement_2014,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-FSS_2014_supplement.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-fss_documentation_dec14.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-supp_cps-repwgt/cps-food-security.html#cpssupps,0.211,CPS-FSS,"USCB, USDA",2014,current_population_survey_food_security_supplement_2014,Current Population Survey Food Security Supplement 2014,current_population_survey_food_security_supplement_2014.csv,key_current_population_survey_food_security_supplement_2014.csv,
115,CurrentPopulationSurvey_FoodSecuritySupplement_2015,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-FSS_2015_supplement.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-fss_documentation_dec15.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-supp_cps-repwgt/cps-food-security.html#cpssupps,0.209,CPS-FSS,"USCB, USDA",2015,current_population_survey_food_security_supplement_2015,Current Population Survey Food Security Supplement 2015,current_population_survey_food_security_supplement_2015.csv,key_current_population_survey_food_security_supplement_2015.csv,
116,CurrentPopulationSurvey_FoodSecuritySupplement_2016,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-FSS_2016_supplement.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-fss_documentation_dec16.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-supp_cps-repwgt/cps-food-security.html#cpssupps,0.21,CPS-FSS,"USCB, USDA",2016,current_population_survey_food_security_supplement_2016,Current Population Survey Food Security Supplement 2016,current_population_survey_food_security_supplement_2016.csv,key_current_population_survey_food_security_supplement_2016.csv,
117,CurrentPopulationSurvey_FoodSecuritySupplement_2017,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-FSS_2017_supplement.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-fss_documentation_dec17.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-supp_cps-repwgt/cps-food-security.html#cpssupps,0.202,CPS-FSS,"USCB, USDA",2017,current_population_survey_food_security_supplement_2017,Current Population Survey Food Security Supplement 2017,current_population_survey_food_security_supplement_2017.csv,key_current_population_survey_food_security_supplement_2017.csv,
118,CurrentPopulationSurvey_FoodSecuritySupplement_2018,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-FSS_2018_supplement.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-fss_documentation_dec18.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-supp_cps-repwgt/cps-food-security.html#cpssupps,0.197,CPS-FSS,"USCB, USDA",2018,current_population_survey_food_security_supplement_2018,Current Population Survey Food Security Supplement 2018,current_population_survey_food_security_supplement_2018.csv,key_current_population_survey_food_security_supplement_2018.csv,
119,CurrentPopulationSurvey_FoodSecuritySupplement_2019,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-FSS_2019_supplement.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-fss_documentation_dec19.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-supp_cps-repwgt/cps-food-security.html#cpssupps,0.202,CPS-FSS,"USCB, USDA",2019,current_population_survey_food_security_supplement_2019,Current Population Survey Food Security Supplement 2019,current_population_survey_food_security_supplement_2019.csv,key_current_population_survey_food_security_supplement_2019.csv,
120,CurrentPopulationSurvey_FoodSecuritySupplement_2020,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-FSS_2020_supplement.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-fss_documentation_dec20.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-supp_cps-repwgt/cps-food-security.html#cpssupps,0.19,CPS-FSS,"USCB, USDA",2020,current_population_survey_food_security_supplement_2020,Current Population Survey Food Security Supplement 2020,current_population_survey_food_security_supplement_2020.csv,key_current_population_survey_food_security_supplement_2020.csv,
121,CurrentPopulationSurvey_FoodSecuritySupplement_2021,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-FSS_2021_supplement.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-fss_documentation_dec21.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-supp_cps-repwgt/cps-food-security.html#cpssupps,0.184,CPS-FSS,"USCB, USDA",2021,current_population_survey_food_security_supplement_2021,Current Population Survey Food Security Supplement 2021,current_population_survey_food_security_supplement_2021.csv,key_current_population_survey_food_security_supplement_2021.csv,
122,CurrentPopulationSurvey_FoodSecuritySupplement_2022,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-FSS_2022_supplement.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-fss_documentation_dec22.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-supp_cps-repwgt/cps-food-security.2022.html#list-tab-216513607,0.173,CPS-FSS,"USCB, USDA",2022,current_population_survey_food_security_supplement_2022,Current Population Survey Food Security Supplement 2022,current_population_survey_food_security_supplement_2022.csv,key_current_population_survey_food_security_supplement_2022.csv,
123,CurrentPopulationSurvey_FoodSecuritySupplement_2023,Economic Stability,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/CPS-FSS_2023_supplement.csv,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/EconomicStability/cps-fss_documentation_dec23.pdf,CSV,https://www.census.gov/data/datasets/time-series/demo/cps/cps-supp_cps-repwgt/cps-food-security.2023.html#list-tab-216513607,0.175,CPS-FSS,"USCB, USDA",2023,current_population_survey_food_security_supplement_2023,Current Population Survey Food Security Supplement 2023,current_population_survey_food_security_supplement_2023.csv,key_current_population_survey_food_security_supplement_2023.csv,
124,Daily_County_Ozone_2001-2016,Neighborhood and Built Environment,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/NeighborhoodAndBuiltEnvironment/Daily_County-Level_Ozone_Concentrations__2001-2016.csv,,CSV,https://data.cdc.gov/Environmental-Health-Toxicology/Daily-County-Level-Ozone-Concentrations-2001-2016/kmf5-t9yc,1.21,NEPHTN,CDC,2001-2016,daily_county_ozone_2001,Daily County Ozone 2001,daily_county_ozone_2001.csv,key_daily_county_ozone_2001.csv,
125,Daily_PM2.5_County_2001-2016,Neighborhood and Built Environment,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/NeighborhoodAndBuiltEnvironment/Daily_PM2.5_Concentrations_All_County__2001-2016.csv,,CSV,https://data.cdc.gov/Environmental-Health-Toxicology/Daily-PM2-5-Concentrations-All-County-2001-2016/7vdq-ztk9,1.24,NEPHTN,CDC,2001-2016,daily_pm2.5_county_2001,Daily PM2.5 County 2001,daily_pm2.5_county_2001.csv,key_daily_pm2.5_county_2001.csv,
126,Disability_and_Health_Data_System_DHDS_2016-2022,Diseases and Conditions,gs://fc-secure-d6e25d73-4b50-4dbc-ac10-ec689987eaa9/uploads/DiseaseAndConditions/Disability_and_Health_Data_System__DHDS_2016-2022.csv,https://data.cdc.gov/Disability-Health/Disability-and-Health-Data-System-DHDS-/k62p-6esq#:~:text=Columns%20in%20this%20Dataset,CSV,https://data.cdc.gov/Disability-Health/Disability-and-Health-Data-System-DHDS-/k62p-6esq,0.239,NCBDDD,CDC,2016-2022,disability_and_health_data_system_dhds_2016,Disability and Health Data System DHDS 2016,disability_and_health_data_system_dhds_2016.csv,key_disability_and_health_data_system_dhds_2016.csv,
